Chapter ID Number,Name,Cognomen / Earned Name,Born,Date of Geneseed Implantation,Date of Death,Age (Or Age at Death),Wargear,Rank History,Deployment History,Personality / Psy-Profile,Notes
5639,Jiro Drusk,,955.M41,967.M41,Alive,63,,"Battle Brother (974.M41 - Current) (19 Years old on date of promotion)
Neophyte (967.M41 - 974.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 4th Squad (990.M41 - Current)
Chapter Reserve (974.M41 - 990.M41) (16 Years)
10th Chapter, 6th Squad (967.M41 - 974.M41) (7 Years)
",,Standard Indoctrination
5640,Constantin Rhyme,,955.M41,967.M41,969.M41,14,,"KIA (Neophyte) (969.M41) (14 Years old)
Neophyte (967.M41 - 969.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 6th Squad (967.M41 - 969.M41) (2 Years)
",,Standard Indoctrination
5641,Varro Ulpius,,955.M41,967.M41,980.M41,25,,"KIA (Battle Brother) (980.M41) (25 Years old)
Battle Brother (974.M41 - 980.M41) (6 Years) (19 Years old on date of promotion)
Neophyte (967.M41 - 974.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (974.M41 - 980.M41) (6 Years)
10th Chapter, 8th Squad (967.M41 - 974.M41) (7 Years)
",,Standard Indoctrination
5642,Femi Wet,,955.M41,967.M41,972.M41,17,,"KIA (Neophyte) (972.M41) (17 Years old)
Neophyte (967.M41 - 972.M41) (5 Years) (12 Years old on date of promotion)
","10th Chapter, 8th Squad (967.M41 - 972.M41) (5 Years)
",,Standard Indoctrination
5643,Sabik Core,,955.M41,967.M41,Alive,63,,"Battle Brother (974.M41 - Current) (19 Years old on date of promotion)
Neophyte (967.M41 - 974.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 4th Squad (990.M41 - Current)
Chapter Reserve (974.M41 - 990.M41) (16 Years)
10th Chapter, 8th Squad (967.M41 - 974.M41) (7 Years)
",,Standard Indoctrination
5644,Porthos Shale-Skin,,955.M41,967.M41,989.M41,34,,"KIA (Battle Brother) (989.M41) (34 Years old)
Battle Brother (974.M41 - 989.M41) (15 Years) (19 Years old on date of promotion)
Neophyte (967.M41 - 974.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (974.M41 - 989.M41) (15 Years)
10th Chapter, 9th Squad (967.M41 - 974.M41) (7 Years)
",,Standard Indoctrination
5645,Ichiro Watt,,955.M41,967.M41,986.M41,31,,"KIA (Battle Brother) (986.M41) (31 Years old)
Battle Brother (974.M41 - 986.M41) (12 Years) (19 Years old on date of promotion)
Neophyte (967.M41 - 974.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (974.M41 - 986.M41) (12 Years)
10th Chapter, 10th Squad (967.M41 - 974.M41) (7 Years)
",,Standard Indoctrination
5646,Leif Ash-Walker,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 5th Squad (990.M41 - Current)
Chapter Reserve (975.M41 - 990.M41) (15 Years)
10th Chapter, 1st Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5647,Markorgis Radian,,956.M41,968.M41,991.M41,35,,"KIA (Battle Brother) (991.M41) (35 Years old)
Battle Brother (975.M41 - 991.M41) (16 Years) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 6th Squad (990.M41 - 991.M41) (1 Years)
Chapter Reserve (975.M41 - 990.M41) (15 Years)
10th Chapter, 1st Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5648,Saeed Wei,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 7th Squad (990.M41 - Current)
Chapter Reserve (975.M41 - 990.M41) (15 Years)
10th Chapter, 2nd Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5649,Nykona Vexor,,956.M41,968.M41,012.M42,56,,"KIA (Battle Brother) (012.M42) (56 Years old)
Battle Brother (975.M41 - 012.M42) (37 Years) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 8th Squad (990.M41 - 012.M42) (22 Years)
Chapter Reserve (975.M41 - 990.M41) (15 Years)
10th Chapter, 2nd Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5650,Jiang Varl,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 1st Squad (991.M41 - Current)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 3rd Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5651,Berossus Wave-Warp,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 3rd Squad (991.M41 - Current)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 3rd Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5652,Daren Millennium,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 3rd Squad (991.M41 - Current)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 4th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5653,Atreus Skane,,956.M41,968.M41,970.M41,14,,"KIA (Neophyte) (970.M41) (14 Years old)
Neophyte (968.M41 - 970.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 4th Squad (968.M41 - 970.M41) (2 Years)
",,Standard Indoctrination
5654,Samson Peak,,956.M41,968.M41,009.M42,53,,"KIA (Battle Brother) (009.M42) (53 Years old)
Battle Brother (975.M41 - 009.M42) (34 Years) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 4th Squad (991.M41 - 009.M42) (18 Years)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 4th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5655,Luc Atom-Axe,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 5th Squad (991.M41 - Current)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 5th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5656,Renzo Trench,,956.M41,968.M41,978.M41,22,,"KIA (Battle Brother) (978.M41) (22 Years old)
Battle Brother (975.M41 - 978.M41) (3 Years) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (975.M41 - 978.M41) (3 Years)
10th Chapter, 6th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5657,Yu Peek,,956.M41,968.M41,979.M41,23,,"KIA (Battle Brother) (979.M41) (23 Years old)
Battle Brother (975.M41 - 979.M41) (4 Years) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (975.M41 - 979.M41) (4 Years)
10th Chapter, 7th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5658,Claudius Fuentes-Fast,,956.M41,968.M41,Alive,62,,"Battle Brother (975.M41 - Current) (19 Years old on date of promotion)
Neophyte (968.M41 - 975.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 5th Squad (991.M41 - Current)
Chapter Reserve (975.M41 - 991.M41) (16 Years)
10th Chapter, 8th Squad (968.M41 - 975.M41) (7 Years)
",,Standard Indoctrination
5659,Eiji Clock,,956.M41,968.M41,969.M41,13,,"KIA (Neophyte) (969.M41) (13 Years old)
Neophyte (968.M41 - 969.M41) (1 Years) (12 Years old on date of promotion)
","10th Chapter, 9th Squad (968.M41 - 969.M41) (1 Years)
",,Standard Indoctrination
5660,Varek Prytanis,,957.M41,969.M41,986.M41,29,,"KIA (Battle Brother) (986.M41) (29 Years old)
Battle Brother (976.M41 - 986.M41) (10 Years) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (976.M41 - 986.M41) (10 Years)
10th Chapter, 2nd Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5661,Ignis Acerbus,,957.M41,969.M41,970.M41,13,,"KIA (Neophyte) (970.M41) (13 Years old)
Neophyte (969.M41 - 970.M41) (1 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (969.M41 - 970.M41) (1 Years)
",,Standard Indoctrination
5662,Lazarus Warm,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 6th Squad (991.M41 - Current)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 2nd Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5663,Menes Reagent-Rage,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 6th Squad (991.M41 - Current)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 3rd Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5664,Kelman Molecule-Maul,,957.M41,969.M41,994.M41,37,,"KIA (Battle Brother) (994.M41) (37 Years old)
Battle Brother (976.M41 - 994.M41) (18 Years) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 6th Squad (991.M41 - 994.M41) (3 Years)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 5th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5665,Aemilianus Solder,,957.M41,969.M41,989.M41,32,,"KIA (Battle Brother) (989.M41) (32 Years old)
Battle Brother (976.M41 - 989.M41) (13 Years) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (976.M41 - 989.M41) (13 Years)
10th Chapter, 5th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5666,Guo Hughes-Hard,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 6th Squad (991.M41 - Current)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 6th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5667,Yuan Bolaño-Bold,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 7th Squad (991.M41 - Current)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 6th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5668,Khalophis High,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 8th Squad (991.M41 - Current)
Chapter Reserve (976.M41 - 991.M41) (15 Years)
10th Chapter, 7th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5669,Uriel Vector-Vane,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 5th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 7th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5670,Ravi Vespasian,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 5th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 7th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5671,Kayfal Tesla,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 5th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 8th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5672,Che Great,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 6th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 8th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5673,Tetsuo Star,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 6th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 8th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5674,Leif Sun,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 7th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 9th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5675,Njal Drift,,957.M41,969.M41,995.M41,38,,"KIA (Battle Brother) (995.M41) (38 Years old)
Battle Brother (976.M41 - 995.M41) (19 Years) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 8th Squad (992.M41 - 995.M41) (3 Years)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 9th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5676,Bai Farad,,957.M41,969.M41,975.M41,18,,"KIA (Neophyte) (975.M41) (18 Years old)
Neophyte (969.M41 - 975.M41) (6 Years) (12 Years old on date of promotion)
","10th Chapter, 9th Squad (969.M41 - 975.M41) (6 Years)
",,Standard Indoctrination
5677,Areon Iron-Hide,,957.M41,969.M41,Alive,61,,"Battle Brother (976.M41 - Current) (19 Years old on date of promotion)
Neophyte (969.M41 - 976.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 9th Squad (992.M41 - Current)
Chapter Reserve (976.M41 - 992.M41) (16 Years)
10th Chapter, 9th Squad (969.M41 - 976.M41) (7 Years)
",,Standard Indoctrination
5678,Hecaton Gegeen,,957.M41,969.M41,972.M41,15,,"KIA (Neophyte) (972.M41) (15 Years old)
Neophyte (969.M41 - 972.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 10th Squad (969.M41 - 972.M41) (3 Years)
",,Standard Indoctrination
5679,Draven Red-Hand,,958.M41,970.M41,972.M41,14,,"KIA (Neophyte) (972.M41) (14 Years old)
Neophyte (970.M41 - 972.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 1st Squad (970.M41 - 972.M41) (2 Years)
",,Standard Indoctrination
5680,Oberon Isomer-Ion,,958.M41,970.M41,987.M41,29,,"KIA (Battle Brother) (987.M41) (29 Years old)
Battle Brother (977.M41 - 987.M41) (10 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (977.M41 - 987.M41) (10 Years)
10th Chapter, 1st Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5681,Rafe Point,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 10th Squad (992.M41 - Current)
Chapter Reserve (977.M41 - 992.M41) (15 Years)
10th Chapter, 2nd Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5682,Okoro Ghost,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 9th Squad (993.M41 - Current)
Chapter Reserve (977.M41 - 993.M41) (16 Years)
10th Chapter, 3rd Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5683,Kublai Bishop-Bright,,958.M41,970.M41,981.M41,23,,"KIA (Battle Brother) (981.M41) (23 Years old)
Battle Brother (977.M41 - 981.M41) (4 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (977.M41 - 981.M41) (4 Years)
10th Chapter, 3rd Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5684,Zephon Solvent-Strike,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 10th Squad (993.M41 - Current)
Chapter Reserve (977.M41 - 993.M41) (16 Years)
10th Chapter, 4th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5685,Dayan Hertz,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 4th Squad (994.M41 - Current)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 4th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5686,Kareem Cylinder,,958.M41,970.M41,018.M42,60,,"KIA (Battle Brother) (018.M42) (60 Years old)
Battle Brother (977.M41 - 018.M42) (41 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 4th Squad (994.M41 - 018.M42) (24 Years)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 4th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5687,Wen Higgs-Hold,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 6th Squad (994.M41 - Current)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 5th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5688,Tiber Monomer-Man,,958.M41,970.M41,973.M41,15,,"KIA (Neophyte) (973.M41) (15 Years old)
Neophyte (970.M41 - 973.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 5th Squad (970.M41 - 973.M41) (3 Years)
",,Standard Indoctrination
5689,Habib Route,,958.M41,970.M41,983.M41,25,,"KIA (Battle Brother) (983.M41) (25 Years old)
Battle Brother (977.M41 - 983.M41) (6 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (977.M41 - 983.M41) (6 Years)
10th Chapter, 6th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5690,Quintas Header,,958.M41,970.M41,999.M41,41,,"KIA (Battle Brother) (999.M41) (41 Years old)
Battle Brother (977.M41 - 999.M41) (22 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 6th Squad (994.M41 - 999.M41) (5 Years)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 7th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5691,Arvida Gloom,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 6th Squad (994.M41 - Current)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 7th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5692,Xerxes Vahl,,958.M41,970.M41,Alive,60,,"Battle Brother (977.M41 - Current) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 7th Squad (994.M41 - Current)
Chapter Reserve (977.M41 - 994.M41) (17 Years)
10th Chapter, 8th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5693,Tetsuo Madhav,,958.M41,970.M41,992.M41,34,,"KIA (Battle Brother) (992.M41) (34 Years old)
Battle Brother (977.M41 - 992.M41) (15 Years) (19 Years old on date of promotion)
Neophyte (970.M41 - 977.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (977.M41 - 992.M41) (15 Years)
10th Chapter, 9th Squad (970.M41 - 977.M41) (7 Years)
",,Standard Indoctrination
5694,Lazarus Sievert-Squire,,959.M41,971.M41,Alive,59,,"Battle Brother (978.M41 - Current) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 9th Squad (994.M41 - Current)
Chapter Reserve (978.M41 - 994.M41) (16 Years)
10th Chapter, 2nd Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5695,Yuan Shield-Bane,,959.M41,971.M41,007.M42,48,,"KIA (Battle Brother) (007.M42) (48 Years old)
Battle Brother (978.M41 - 007.M42) (29 Years) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 10th Squad (994.M41 - 007.M42) (13 Years)
Chapter Reserve (978.M41 - 994.M41) (16 Years)
10th Chapter, 2nd Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5696,Ohrmuzd Aemilius,,959.M41,971.M41,975.M41,16,,"KIA (Neophyte) (975.M41) (16 Years old)
Neophyte (971.M41 - 975.M41) (4 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (971.M41 - 975.M41) (4 Years)
",,Standard Indoctrination
5697,Idris Magnus,,959.M41,971.M41,975.M41,16,,"KIA (Neophyte) (975.M41) (16 Years old)
Neophyte (971.M41 - 975.M41) (4 Years) (12 Years old on date of promotion)
","10th Chapter, 4th Squad (971.M41 - 975.M41) (4 Years)
",,Standard Indoctrination
5698,Duma Zetta,,959.M41,971.M41,993.M41,34,,"KIA (Battle Brother) (993.M41) (34 Years old)
Battle Brother (978.M41 - 993.M41) (15 Years) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (978.M41 - 993.M41) (15 Years)
10th Chapter, 5th Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5699,Kaito Iron-Will,,959.M41,971.M41,Alive,59,,"Battle Brother (978.M41 - Current) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 10th Squad (994.M41 - Current)
Chapter Reserve (978.M41 - 994.M41) (16 Years)
10th Chapter, 6th Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5700,Kenzo Deep-Delver,,959.M41,971.M41,Alive,59,,"Battle Brother (978.M41 - Current) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 3rd Squad (995.M41 - Current)
Chapter Reserve (978.M41 - 995.M41) (17 Years)
10th Chapter, 7th Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5701,Sekani Thump,,959.M41,971.M41,Alive,59,,"Battle Brother (978.M41 - Current) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 5th Squad (995.M41 - Current)
Chapter Reserve (978.M41 - 995.M41) (17 Years)
10th Chapter, 8th Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5702,Didius Wolf,,959.M41,971.M41,974.M41,15,,"KIA (Neophyte) (974.M41) (15 Years old)
Neophyte (971.M41 - 974.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 10th Squad (971.M41 - 974.M41) (3 Years)
",,Standard Indoctrination
5703,Ge Opellius,,959.M41,971.M41,999.M41,40,,"KIA (Battle Brother) (999.M41) (40 Years old)
Battle Brother (978.M41 - 999.M41) (21 Years) (19 Years old on date of promotion)
Neophyte (971.M41 - 978.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 5th Squad (995.M41 - 999.M41) (4 Years)
Chapter Reserve (978.M41 - 995.M41) (17 Years)
10th Chapter, 10th Squad (971.M41 - 978.M41) (7 Years)
",,Standard Indoctrination
5704,Zou Malys,,960.M41,972.M41,994.M41,34,,"KIA (Battle Brother) (994.M41) (34 Years old)
Battle Brother (979.M41 - 994.M41) (15 Years) (19 Years old on date of promotion)
Neophyte (972.M41 - 979.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (979.M41 - 994.M41) (15 Years)
10th Chapter, 1st Squad (972.M41 - 979.M41) (7 Years)
",,Standard Indoctrination
5705,Maximinus Volt,,960.M41,972.M41,Alive,58,,"Battle Brother (979.M41 - Current) (19 Years old on date of promotion)
Neophyte (972.M41 - 979.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 7th Squad (995.M41 - Current)
Chapter Reserve (979.M41 - 995.M41) (16 Years)
10th Chapter, 1st Squad (972.M41 - 979.M41) (7 Years)
",,Standard Indoctrination
5706,Elam Bold,,960.M41,972.M41,Alive,58,,"Battle Brother (979.M41 - Current) (19 Years old on date of promotion)
Neophyte (972.M41 - 979.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 8th Squad (995.M41 - Current)
Chapter Reserve (979.M41 - 995.M41) (16 Years)
10th Chapter, 2nd Squad (972.M41 - 979.M41) (7 Years)
",,Standard Indoctrination
5707,Wu Henry,,960.M41,972.M41,974.M41,14,,"KIA (Neophyte) (974.M41) (14 Years old)
Neophyte (972.M41 - 974.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 3rd Squad (972.M41 - 974.M41) (2 Years)
",,Standard Indoctrination
5708,Castor Milton-Master,,960.M41,972.M41,997.M41,37,,"KIA (Battle Brother) (997.M41) (37 Years old)
Battle Brother (979.M41 - 997.M41) (18 Years) (19 Years old on date of promotion)
Neophyte (972.M41 - 979.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 9th Squad (995.M41 - 997.M41) (2 Years)
Chapter Reserve (979.M41 - 995.M41) (16 Years)
10th Chapter, 3rd Squad (972.M41 - 979.M41) (7 Years)
",,Standard Indoctrination
5709,Icarus Second,,960.M41,972.M41,Alive,58,,"Battle Brother (979.M41 - Current) (19 Years old on date of promotion)
Neophyte (972.M41 - 979.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 9th Squad (995.M41 - Current)
Chapter Reserve (979.M41 - 995.M41) (16 Years)
10th Chapter, 3rd Squad (972.M41 - 979.M41) (7 Years)
",,Standard Indoctrination
